temperatura_sensor,humedad_ambiente,tiempo_desde_calibracion,nivel_gas_metano,fecha,hora,nivel_bateria
32.24,62.51,698.47,0.31,2024-10-04,10:00:00,77.15
19.76,63.3,562.17,0.75,2024-10-04,10:04:00,79.78
35.66,80.4,203.47,3.73,2024-10-04,10:08:00,80.63
9.96,61.81,406.04,0.56,2024-10-04,10:12:00,76.7
44.51,71.79,291.11,0.47,2024-10-04,10:16:00,79.65
14.37,86.36,352.77,0.64,2024-10-04,10:20:00,79.3
18.39,70.3,255.72,0.82,2024-10-04,10:24:00,79.0
2.9,86.72,201.12,0.02,2024-10-04,10:28:00,82.08
5.58,86.09,485.83,0.46,2024-10-04,10:32:00,78.0
25.79,68.6,560.55,0.89,2024-10-04,10:36:00,76.69
13.38,85.51,629.25,0.1,2024-10-04,10:40:00,78.71
41.77,86.17,111.84,0.55,2024-10-04,10:44:00,78.22
0.73,73.91,592.46,0.96,2024-10-04,10:48:00,80.35
18.95,67.36,183.46,1.67,2024-10-04,10:52:00,78.55
16.87,78.24,307.68,0.6,2024-10-04,10:56:00,79.03
0.97,92.25,649.04,0.74,2024-10-04,11:00:00,77.94
6.22,82.39,327.24,0.69,2024-10-04,11:04:00,73.94
20.68,66.05,141.89,0.13,2024-10-04,11:08:00,78.87
24.64,83.9,115.11,2.11,2024-10-04,11:12:00,80.86
20.21,74.95,340.55,0.64,2024-10-04,11:16:00,79.65
26.55,80.7,549.12,0.41,2024-10-04,11:20:00,75.45
29.76,85.69,717.99,1.17,2024-10-04,11:24:00,77.79
0.5,78.02,566.93,0.26,2024-10-04,11:28:00,77.96
23.2,88.49,631.45,0.7,2024-10-04,11:32:00,79.56
48.17,85.28,538.44,0.38,2024-10-04,11:36:00,78.73
25.95,81.53,644.71,0.25,2024-10-04,11:40:00,72.41
33.88,65.28,54.93,0.5,2024-10-04,11:44:00,76.37
15.59,89.26,669.55,0.55,2024-10-04,11:48:00,77.69
38.7,92.76,285.41,0.45,2024-10-04,11:52:00,77.11
38.65,64.79,663.56,2.25,2024-10-04,11:56:00,78.0
26.06,77.09,54.53,0.55,2024-10-04,12:00:00,77.45
48.8,69.06,514.97,0.37,2024-10-04,12:04:00,77.91
6.28,86.41,529.7,0.54,2024-10-04,12:08:00,79.96
0.85,85.26,717.78,0.81,2024-10-04,12:12:00,80.7
38.51,64.93,553.58,0.67,2024-10-04,12:16:00,78.05
40.36,90.7,275.45,1.41,2024-10-04,12:20:00,79.53
6.01,66.33,401.22,0.6,2024-10-04,12:24:00,79.19
13.28,87.9,263.92,0.05,2024-10-04,12:28:00,81.08
0.88,75.99,141.13,0.56,2024-10-04,12:32:00,79.68
14.67,71.49,178.92,0.56,2024-10-04,12:36:00,82.46
38.66,65.54,159.85,0.99,2024-10-04,12:40:00,79.71
25.9,65.87,395.15,0.07,2024-10-04,12:44:00,75.07
17.4,83.17,652.44,0.72,2024-10-04,12:48:00,80.99
18.59,79.27,657.16,0.89,2024-10-04,12:52:00,80.13
0.07,64.27,39.43,0.56,2024-10-04,12:56:00,80.08
14.99,63.94,57.53,0.84,2024-10-04,13:00:00,75.65
32.32,62.53,176.49,0.22,2024-10-04,13:04:00,80.46
48.71,86.03,183.64,0.93,2024-10-04,13:08:00,80.24
42.35,84.92,68.32,0.19,2024-10-04,13:12:00,75.46
1.18,62.05,279.69,0.3,2024-10-04,13:16:00,79.66
44.93,79.61,423.16,0.78,2024-10-04,13:20:00,78.82
39.16,62.96,416.28,1.79,2024-10-04,13:24:00,78.25
39.02,91.63,391.27,1.58,2024-10-04,13:28:00,78.05
22.9,91.75,243.84,0.64,2024-10-04,13:32:00,74.41
19.9,84.44,508.65,0.11,2024-10-04,13:36:00,78.07
15.15,92.42,595.07,0.31,2024-10-04,13:40:00,79.75
3.28,88.4,249.32,0.39,2024-10-04,13:44:00,76.54
11.41,89.0,61.59,0.03,2024-10-04,13:48:00,78.07
12.33,79.94,213.36,0.18,2024-10-04,13:52:00,77.16
24.2,70.71,98.91,0.95,2024-10-04,13:56:00,77.31
37.37,67.62,336.5,1.51,2024-10-04,14:00:00,74.48
23.69,71.45,112.27,1.06,2024-10-04,14:04:00,79.47
2.89,82.0,333.25,0.32,2024-10-04,14:08:00,78.18
47.89,66.04,159.12,0.81,2024-10-04,14:12:00,76.5
47.14,69.05,531.89,0.49,2024-10-04,14:16:00,80.52
39.26,76.38,19.85,0.18,2024-10-04,14:20:00,79.83
49.57,68.16,399.42,0.62,2024-10-04,14:24:00,77.98
27.22,80.6,122.03,0.76,2024-10-04,14:28:00,80.6
48.14,92.31,0.71,0.22,2024-10-04,14:32:00,81.26
3.78,86.18,625.82,0.14,2024-10-04,14:36:00,76.2
18.28,83.32,483.5,0.33,2024-10-04,14:40:00,75.85
11.27,80.4,71.24,1.17,2024-10-04,14:44:00,73.61
9.79,77.08,478.13,0.86,2024-10-04,14:48:00,76.64
7.04,66.53,440.39,0.35,2024-10-04,14:52:00,77.28
31.12,91.31,340.82,0.24,2024-10-04,14:56:00,74.78
39.07,68.7,301.87,0.48,2024-10-04,15:00:00,76.36
28.91,63.2,638.69,0.17,2024-10-04,15:04:00,79.51
7.35,86.25,176.51,0.57,2024-10-04,15:08:00,78.55
40.56,66.15,286.78,0.43,2024-10-04,15:12:00,76.49
31.8,73.02,236.96,0.02,2024-10-04,15:16:00,80.48
19.41,60.99,555.26,0.37,2024-10-04,15:20:00,75.3
33.71,64.8,659.86,0.03,2024-10-04,15:24:00,78.99
13.0,66.06,611.84,0.6,2024-10-04,15:28:00,77.52
17.26,61.9,574.35,0.16,2024-10-04,15:32:00,78.16
45.87,82.98,710.49,0.09,2024-10-04,15:36:00,78.57
14.53,89.3,501.94,0.4,2024-10-04,15:40:00,80.35
23.5,73.07,540.76,0.37,2024-10-04,15:44:00,79.37
44.51,90.61,707.62,0.61,2024-10-04,15:48:00,80.13
35.39,67.47,5.03,0.17,2024-10-04,15:52:00,75.9
3.11,71.39,456.51,1.27,2024-10-04,15:56:00,77.35
7.37,65.28,532.06,0.83,2024-10-04,16:00:00,76.03
0.39,81.72,660.84,1.3,2024-10-04,16:04:00,75.3
31.55,74.7,636.37,0.42,2024-10-04,16:08:00,79.71
22.38,81.46,606.21,0.21,2024-10-04,16:12:00,73.98
6.71,86.66,680.97,1.52,2024-10-04,16:16:00,76.72
47.9,79.1,386.91,0.82,2024-10-04,16:20:00,76.78
26.48,81.97,4.98,0.39,2024-10-04,16:24:00,77.45
12.09,92.73,7.96,0.47,2024-10-04,16:28:00,75.57
25.03,70.47,392.14,0.33,2024-10-04,16:32:00,76.38
33.98,72.57,313.4,0.97,2024-10-04,16:36:00,81.58
3.81,85.12,324.9,0.65,2024-10-04,16:40:00,77.31
13.74,81.4,288.29,0.71,2024-10-04,16:44:00,76.06
40.35,66.25,660.76,0.2,2024-10-04,16:48:00,78.29
22.98,73.17,258.6,0.44,2024-10-04,16:52:00,77.97
27.33,76.37,616.48,0.56,2024-10-04,16:56:00,81.66
21.64,74.68,650.06,0.1,2024-10-04,17:00:00,77.25
2.19,66.24,359.64,0.64,2024-10-04,17:04:00,78.76
8.29,92.36,321.8,0.52,2024-10-04,17:08:00,75.38
22.28,86.68,547.93,0.91,2024-10-04,17:12:00,76.34
10.46,76.85,509.74,1.03,2024-10-04,17:16:00,76.52
2.5,83.8,236.55,1.75,2024-10-04,17:20:00,74.79
42.18,91.4,73.83,0.55,2024-10-04,17:24:00,77.84
49.06,64.77,190.69,0.37,2024-10-04,17:28:00,78.25
39.66,68.76,94.34,0.17,2024-10-04,17:32:00,77.99
42.69,78.99,212.21,0.14,2024-10-04,17:36:00,74.5
12.1,87.97,188.51,0.46,2024-10-04,17:40:00,75.79
48.03,61.27,459.15,0.13,2024-10-04,17:44:00,76.92
9.85,94.44,687.24,0.15,2024-10-04,17:48:00,75.37
47.57,75.92,493.74,0.48,2024-10-04,17:52:00,73.61
49.74,72.57,667.19,0.34,2024-10-04,17:56:00,79.6
35.59,70.25,564.58,0.21,2024-10-04,18:00:00,80.7
49.06,66.1,524.07,0.36,2024-10-04,18:04:00,79.96
28.48,87.71,298.12,0.85,2024-10-04,18:08:00,78.25
12.98,93.44,233.85,0.65,2024-10-04,18:12:00,76.47
21.85,74.48,609.32,1.0,2024-10-04,18:16:00,81.98
29.68,93.33,651.88,0.42,2024-10-04,18:20:00,79.78
3.65,88.83,325.36,0.33,2024-10-04,18:24:00,75.99
31.12,76.84,6.53,0.54,2024-10-04,18:28:00,80.64
49.06,83.59,570.62,0.16,2024-10-04,18:32:00,77.94
9.51,75.22,205.25,0.39,2024-10-04,18:36:00,80.25
39.63,79.56,7.12,0.36,2024-10-04,18:40:00,80.79
45.39,62.03,579.59,2.48,2024-10-04,18:44:00,76.27
47.19,84.37,372.54,1.13,2024-10-04,18:48:00,77.31
48.01,61.85,493.35,0.77,2024-10-04,18:52:00,78.07
26.07,88.6,658.58,0.67,2024-10-04,18:56:00,77.75
48.87,88.87,389.65,1.43,2024-10-04,19:00:00,75.5
37.87,68.3,362.3,0.66,2024-10-04,19:04:00,77.77
8.08,71.33,209.28,0.25,2024-10-04,19:08:00,76.96
23.85,76.85,219.74,0.23,2024-10-04,19:12:00,76.98
35.92,80.88,573.51,0.86,2024-10-04,19:16:00,74.38
12.37,70.06,323.3,0.76,2024-10-04,19:20:00,77.05
32.03,80.74,117.74,0.66,2024-10-04,19:24:00,81.8
33.33,70.42,68.06,1.03,2024-10-04,19:28:00,78.41
8.13,61.94,340.5,0.99,2024-10-04,19:32:00,76.86
28.25,60.09,334.77,0.08,2024-10-04,19:36:00,78.56
38.58,63.54,470.49,0.43,2024-10-04,19:40:00,80.3
24.94,87.73,339.17,0.71,2024-10-04,19:44:00,76.03
0.61,93.65,103.3,1.21,2024-10-04,19:48:00,80.83
0.45,74.94,365.62,0.79,2024-10-04,19:52:00,75.32
17.85,77.94,652.89,0.87,2024-10-04,19:56:00,76.67
46.31,65.14,114.8,0.18,2024-10-04,20:00:00,76.48
11.43,79.29,496.62,0.12,2024-10-04,20:04:00,79.86
31.72,65.06,427.58,0.64,2024-10-04,20:08:00,75.21
11.1,81.39,538.98,0.33,2024-10-04,20:12:00,79.54
16.08,92.66,108.43,0.73,2024-10-04,20:16:00,77.04
42.4,66.85,677.96,0.28,2024-10-04,20:20:00,77.67
36.44,86.76,447.1,0.32,2024-10-04,20:24:00,79.76
4.77,60.82,609.89,0.86,2024-10-04,20:28:00,78.35
21.44,73.14,177.56,0.5,2024-10-04,20:32:00,79.93
1.46,63.88,532.38,0.27,2024-10-04,20:36:00,79.45
24.04,72.34,562.34,0.44,2024-10-04,20:40:00,82.6
33.12,66.07,286.15,0.77,2024-10-04,20:44:00,79.66
5.93,73.07,276.45,0.47,2024-10-04,20:48:00,77.59
14.44,74.61,473.61,0.71,2024-10-04,20:52:00,77.46
19.89,70.52,67.25,0.4,2024-10-04,20:56:00,80.8
45.98,82.98,529.65,1.14,2024-10-04,21:00:00,77.96
49.66,92.16,30.88,0.44,2024-10-04,21:04:00,78.37
2.25,74.02,137.23,0.31,2024-10-04,21:08:00,79.74
38.05,66.73,478.18,1.34,2024-10-04,21:12:00,76.69
18.59,69.48,70.79,0.5,2024-10-04,21:16:00,75.59
19.62,89.89,699.73,0.7,2024-10-04,21:20:00,78.52
37.71,80.01,625.25,0.31,2024-10-04,21:24:00,76.39
45.92,75.93,450.94,0.68,2024-10-04,21:28:00,80.4
47.55,65.24,589.72,0.77,2024-10-04,21:32:00,72.46
28.86,75.74,639.06,0.25,2024-10-04,21:36:00,76.35
17.86,69.75,186.82,0.91,2024-10-04,21:40:00,77.96
39.38,93.01,611.58,0.46,2024-10-04,21:44:00,76.09
12.55,90.94,140.25,0.91,2024-10-04,21:48:00,80.29
28.2,62.94,297.61,0.27,2024-10-04,21:52:00,77.89
17.93,78.08,401.95,0.32,2024-10-04,21:56:00,76.12
32.83,67.88,514.0,0.56,2024-10-04,22:00:00,77.95
12.02,74.38,21.7,0.23,2024-10-04,22:04:00,74.61
9.58,90.69,209.17,0.58,2024-10-04,22:08:00,78.48
45.91,78.46,438.13,0.65,2024-10-04,22:12:00,80.09
5.09,71.7,257.31,0.56,2024-10-04,22:16:00,77.13
25.3,67.28,558.02,0.53,2024-10-04,22:20:00,77.41
11.04,88.01,469.19,0.19,2024-10-04,22:24:00,75.15
1.95,81.86,168.77,0.13,2024-10-04,22:28:00,75.88
1.8,76.38,105.07,0.48,2024-10-04,22:32:00,79.5
8.76,67.61,452.91,0.09,2024-10-04,22:36:00,77.15
43.34,71.7,324.34,0.07,2024-10-04,22:40:00,81.84
14.12,93.59,121.65,0.32,2024-10-04,22:44:00,78.52
47.52,78.2,234.99,0.23,2024-10-04,22:48:00,75.07
29.08,74.02,218.19,0.66,2024-10-04,22:52:00,81.95
21.83,78.25,77.86,0.48,2024-10-04,22:56:00,74.47
29.0,87.26,393.77,0.64,2024-10-04,23:00:00,76.55
25.83,71.9,549.83,0.9,2024-10-04,23:04:00,77.66
37.94,66.25,414.34,1.15,2024-10-04,23:08:00,77.93
14.12,80.47,594.93,0.83,2024-10-04,23:12:00,76.06
17.65,83.28,91.85,0.55,2024-10-04,23:16:00,77.31
44.7,84.95,313.64,0.21,2024-10-04,23:20:00,79.94
47.32,90.87,438.78,1.09,2024-10-04,23:24:00,79.97
44.63,72.99,486.72,0.17,2024-10-04,23:28:00,80.91
20.97,62.64,500.97,0.91,2024-10-04,23:32:00,75.52
39.02,93.54,524.86,1.24,2024-10-04,23:36:00,77.83
23.82,75.23,469.03,0.67,2024-10-04,23:40:00,78.15
24.88,81.81,67.84,0.22,2024-10-04,23:44:00,73.58
10.23,83.32,500.62,0.34,2024-10-04,23:48:00,76.6
29.56,79.13,521.84,0.59,2024-10-04,23:52:00,78.32
9.31,67.18,715.31,0.26,2024-10-04,23:56:00,76.9
16.58,86.43,499.22,0.55,2024-10-05,00:00:00,75.82
42.75,88.13,494.52,0.66,2024-10-05,00:04:00,77.93
10.35,79.35,370.67,0.71,2024-10-05,00:08:00,79.59
3.56,77.1,624.9,0.34,2024-10-05,00:12:00,77.55
3.45,63.99,717.72,0.5,2024-10-05,00:16:00,72.82
47.04,62.94,560.91,0.57,2024-10-05,00:20:00,79.53
25.35,71.88,441.0,0.11,2024-10-05,00:24:00,74.56
20.47,70.88,56.85,0.33,2024-10-05,00:28:00,74.74
40.54,93.38,523.25,0.53,2024-10-05,00:32:00,77.6
41.79,87.43,510.16,0.66,2024-10-05,00:36:00,77.62
16.61,83.1,558.41,1.31,2024-10-05,00:40:00,75.76
34.68,78.12,89.68,0.62,2024-10-05,00:44:00,78.53
38.56,65.86,470.69,0.17,2024-10-05,00:48:00,77.01
32.73,94.25,212.92,0.25,2024-10-05,00:52:00,73.94
7.58,73.13,547.4,0.95,2024-10-05,00:56:00,75.0
43.79,63.74,173.07,1.64,2024-10-05,01:00:00,76.39
26.95,77.28,492.46,0.2,2024-10-05,01:04:00,77.06
14.12,90.59,212.39,0.32,2024-10-05,01:08:00,75.88
21.26,91.06,6.48,1.68,2024-10-05,01:12:00,73.26
1.88,60.38,456.02,1.42,2024-10-05,01:16:00,75.53
6.39,91.02,81.55,0.76,2024-10-05,01:20:00,78.25
38.28,69.5,474.69,0.32,2024-10-05,01:24:00,77.05
0.0,61.36,666.44,0.2,2024-10-05,01:28:00,78.76
20.83,89.67,697.86,0.3,2024-10-05,01:32:00,78.47
26.13,90.24,169.86,0.37,2024-10-05,01:36:00,73.43
2.73,80.87,582.66,0.39,2024-10-05,01:40:00,75.55
48.65,80.11,254.56,0.11,2024-10-05,01:44:00,78.25
11.31,88.46,648.33,0.23,2024-10-05,01:48:00,77.86
15.21,87.52,566.99,0.54,2024-10-05,01:52:00,77.84
15.2,91.15,53.22,0.31,2024-10-05,01:56:00,78.84
11.52,79.35,293.14,0.16,2024-10-05,02:00:00,79.38
0.07,93.87,242.87,0.21,2024-10-05,02:04:00,73.34
36.47,94.87,565.33,0.42,2024-10-05,02:08:00,75.98
48.34,64.08,295.41,0.13,2024-10-05,02:12:00,78.11
11.21,89.73,492.9,1.18,2024-10-05,02:16:00,78.37
33.15,77.49,433.75,0.14,2024-10-05,02:20:00,80.27
37.09,73.56,702.46,0.8,2024-10-05,02:24:00,79.76
42.42,81.46,675.21,1.62,2024-10-05,02:28:00,79.06
21.13,61.96,307.94,0.15,2024-10-05,02:32:00,75.82
15.15,77.73,520.98,0.19,2024-10-05,02:36:00,78.46
16.26,90.48,597.21,0.43,2024-10-05,02:40:00,80.72
35.63,67.47,647.2,0.34,2024-10-05,02:44:00,79.75
40.84,74.92,49.06,0.97,2024-10-05,02:48:00,77.5
9.08,92.88,217.5,0.4,2024-10-05,02:52:00,79.63
18.55,75.0,230.57,0.23,2024-10-05,02:56:00,77.18
45.1,72.54,312.8,0.84,2024-10-05,03:00:00,77.19
40.33,75.42,121.87,0.37,2024-10-05,03:04:00,76.27
49.24,78.18,357.27,0.22,2024-10-05,03:08:00,73.94
37.71,82.12,477.51,0.26,2024-10-05,03:12:00,78.62
19.66,88.02,358.1,0.15,2024-10-05,03:16:00,76.5
29.53,75.82,479.37,0.06,2024-10-05,03:20:00,76.99
33.05,88.61,47.84,0.16,2024-10-05,03:24:00,77.71
3.92,78.68,630.71,0.41,2024-10-05,03:28:00,75.53
27.22,71.85,676.13,0.37,2024-10-05,03:32:00,78.44
35.47,83.03,444.89,0.12,2024-10-05,03:36:00,76.37
8.37,85.12,634.6,0.23,2024-10-05,03:40:00,76.45
39.03,79.53,94.64,0.76,2024-10-05,03:44:00,70.3
29.19,61.98,574.16,0.71,2024-10-05,03:48:00,76.95
47.61,65.95,85.79,0.51,2024-10-05,03:52:00,74.77
2.12,69.99,293.77,0.18,2024-10-05,03:56:00,75.92
13.27,69.89,233.15,0.96,2024-10-05,04:00:00,75.08
30.08,83.57,421.63,0.43,2024-10-05,04:04:00,75.2
14.83,60.64,217.09,0.26,2024-10-05,04:08:00,76.16
35.72,86.45,458.87,0.19,2024-10-05,04:12:00,77.58
37.95,69.29,264.52,0.81,2024-10-05,04:16:00,79.58
5.13,70.85,619.77,0.02,2024-10-05,04:20:00,76.9
25.69,78.48,456.4,0.6,2024-10-05,04:24:00,75.66
25.44,67.56,155.01,0.33,2024-10-05,04:28:00,75.93
18.46,90.96,242.01,1.05,2024-10-05,04:32:00,78.46
46.65,62.99,610.14,1.99,2024-10-05,04:36:00,77.4
41.38,75.55,278.27,0.26,2024-10-05,04:40:00,74.03
34.86,89.73,385.78,0.97,2024-10-05,04:44:00,75.13
35.72,81.55,467.24,0.62,2024-10-05,04:48:00,76.55
23.09,70.23,250.42,0.57,2024-10-05,04:52:00,76.06
46.05,74.73,211.66,0.12,2024-10-05,04:56:00,75.29
34.73,84.73,342.18,0.31,2024-10-05,05:00:00,76.01
36.45,94.06,154.71,0.95,2024-10-05,05:04:00,76.95
43.08,91.26,204.63,1.14,2024-10-05,05:08:00,77.15
13.7,71.99,44.7,1.4,2024-10-05,05:12:00,76.45
40.35,94.94,218.86,0.31,2024-10-05,05:16:00,78.2
9.76,60.12,230.91,0.7,2024-10-05,05:20:00,77.25
17.27,60.97,692.52,0.32,2024-10-05,05:24:00,74.31
16.78,88.83,424.6,0.54,2024-10-05,05:28:00,75.66
48.93,66.98,566.92,0.69,2024-10-05,05:32:00,76.05
42.83,62.13,32.67,0.33,2024-10-05,05:36:00,76.01
35.06,68.3,76.71,0.73,2024-10-05,05:40:00,74.73
36.35,74.91,586.47,0.41,2024-10-05,05:44:00,75.21
28.1,85.57,448.96,0.46,2024-10-05,05:48:00,78.1
47.35,81.85,137.51,0.12,2024-10-05,05:52:00,74.31
24.81,68.32,291.45,0.29,2024-10-05,05:56:00,75.69
19.03,77.61,387.84,0.3,2024-10-05,06:00:00,78.77
8.15,92.42,607.4,2.11,2024-10-05,06:04:00,76.12
39.31,88.53,43.5,0.24,2024-10-05,06:08:00,81.04
36.72,71.31,429.64,0.46,2024-10-05,06:12:00,79.48
19.22,94.38,516.27,0.25,2024-10-05,06:16:00,71.89
1.26,84.8,704.08,0.41,2024-10-05,06:20:00,74.05
41.95,62.19,581.16,0.53,2024-10-05,06:24:00,76.34
0.57,61.23,198.88,0.2,2024-10-05,06:28:00,75.58
35.18,65.89,510.9,0.9,2024-10-05,06:32:00,77.61
48.51,85.47,549.56,0.21,2024-10-05,06:36:00,77.49
21.88,66.43,525.41,0.11,2024-10-05,06:40:00,73.16
11.75,77.9,590.5,0.5,2024-10-05,06:44:00,78.5
35.24,63.26,650.69,1.66,2024-10-05,06:48:00,80.01
40.86,92.23,70.87,0.07,2024-10-05,06:52:00,73.42
27.32,72.04,75.43,0.14,2024-10-05,06:56:00,75.38
48.35,91.78,573.41,0.85,2024-10-05,07:00:00,75.48
2.58,93.07,181.71,0.24,2024-10-05,07:04:00,78.62
25.24,60.21,42.15,0.56,2024-10-05,07:08:00,79.13
35.92,76.24,288.89,1.01,2024-10-05,07:12:00,75.23
43.13,60.86,590.31,0.81,2024-10-05,07:16:00,75.17
8.96,91.8,91.13,0.53,2024-10-05,07:20:00,78.11
40.0,78.14,483.73,0.54,2024-10-05,07:24:00,75.65
27.64,62.62,2.6,0.53,2024-10-05,07:28:00,76.52
19.83,63.86,79.01,0.6,2024-10-05,07:32:00,77.97
6.59,73.42,252.61,1.19,2024-10-05,07:36:00,77.51
43.26,92.91,60.19,0.17,2024-10-05,07:40:00,76.62
7.86,84.25,609.05,0.15,2024-10-05,07:44:00,73.41
15.49,90.37,622.13,0.73,2024-10-05,07:48:00,77.23
14.5,72.83,544.01,0.27,2024-10-05,07:52:00,78.0
43.57,61.51,174.59,1.36,2024-10-05,07:56:00,77.51
33.64,94.1,376.74,0.57,2024-10-05,08:00:00,73.25
39.83,60.6,132.62,1.47,2024-10-05,08:04:00,77.63
12.52,93.17,202.52,0.8,2024-10-05,08:08:00,74.57
31.24,72.9,371.52,0.38,2024-10-05,08:12:00,71.17
28.59,60.35,529.21,0.49,2024-10-05,08:16:00,75.66
41.64,84.12,68.15,0.96,2024-10-05,08:20:00,73.67
45.3,94.32,213.62,0.11,2024-10-05,08:24:00,75.95
0.61,93.8,667.17,1.0,2024-10-05,08:28:00,73.45
33.7,65.63,308.97,0.46,2024-10-05,08:32:00,75.51
2.59,66.34,675.99,0.41,2024-10-05,08:36:00,72.68
27.44,79.79,713.81,1.94,2024-10-05,08:40:00,74.57
14.38,82.31,379.2,1.19,2024-10-05,08:44:00,76.58
15.34,85.88,207.39,0.23,2024-10-05,08:48:00,79.44
17.65,66.34,569.36,0.61,2024-10-05,08:52:00,75.33
31.06,93.57,114.7,0.2,2024-10-05,08:56:00,75.86
16.7,82.36,181.47,0.69,2024-10-05,09:00:00,77.47
36.63,89.65,565.11,1.7,2024-10-05,09:04:00,76.68
20.23,78.9,312.23,1.35,2024-10-05,09:08:00,76.77
3.42,74.5,145.11,0.67,2024-10-05,09:12:00,77.25
39.19,94.2,468.81,0.62,2024-10-05,09:16:00,75.08
14.29,80.37,527.59,0.43,2024-10-05,09:20:00,74.26
21.64,90.34,90.05,1.79,2024-10-05,09:24:00,76.39
34.27,93.37,199.43,0.9,2024-10-05,09:28:00,71.16
16.62,83.64,159.32,0.34,2024-10-05,09:32:00,71.71
2.83,79.21,273.5,0.53,2024-10-05,09:36:00,78.8
18.7,60.12,549.68,0.55,2024-10-05,09:40:00,78.07
47.22,61.4,513.87,0.25,2024-10-05,09:44:00,74.43
32.09,67.03,477.02,0.56,2024-10-05,09:48:00,73.32
33.57,66.51,4.53,0.73,2024-10-05,09:52:00,76.86
31.61,68.92,102.34,0.21,2024-10-05,09:56:00,77.17
9.95,70.67,160.77,1.03,2024-10-05,10:00:00,73.97
20.92,72.6,195.81,0.28,2024-10-05,10:04:00,75.5
37.55,74.72,105.43,0.35,2024-10-05,10:08:00,72.14
5.07,63.46,295.43,0.28,2024-10-05,10:12:00,74.86
13.89,61.48,54.13,0.23,2024-10-05,10:16:00,75.25
13.82,83.59,540.02,1.16,2024-10-05,10:20:00,76.04
21.6,78.81,567.16,1.3,2024-10-05,10:24:00,80.14
49.02,75.55,413.47,0.31,2024-10-05,10:28:00,73.34
3.38,82.21,64.59,1.07,2024-10-05,10:32:00,78.7
25.94,88.97,640.86,0.12,2024-10-05,10:36:00,74.52
8.97,74.97,695.26,0.39,2024-10-05,10:40:00,74.31
48.53,82.44,145.7,0.16,2024-10-05,10:44:00,77.76
5.67,93.38,507.34,1.88,2024-10-05,10:48:00,74.27
20.18,89.39,606.2,1.18,2024-10-05,10:52:00,73.87
36.89,74.91,388.69,0.1,2024-10-05,10:56:00,76.86
35.23,82.57,232.79,0.25,2024-10-05,11:00:00,76.58
21.14,66.2,344.56,0.4,2024-10-05,11:04:00,74.57
17.33,79.62,368.83,0.47,2024-10-05,11:08:00,79.22
19.88,94.35,288.46,0.15,2024-10-05,11:12:00,74.61
13.21,78.14,669.49,0.84,2024-10-05,11:16:00,72.42
10.27,92.47,535.6,1.07,2024-10-05,11:20:00,73.25
24.15,74.26,173.74,0.64,2024-10-05,11:24:00,73.18
13.43,94.96,421.6,0.6,2024-10-05,11:28:00,74.83
14.37,80.27,495.86,0.28,2024-10-05,11:32:00,78.43
32.84,61.48,100.91,0.38,2024-10-05,11:36:00,71.93
48.43,80.54,258.07,0.58,2024-10-05,11:40:00,78.96
30.18,69.61,651.99,0.63,2024-10-05,11:44:00,74.13
3.85,61.14,408.36,0.5,2024-10-05,11:48:00,74.36
3.78,88.73,156.24,1.0,2024-10-05,11:52:00,73.92
47.57,69.65,88.41,0.73,2024-10-05,11:56:00,74.45
14.86,87.88,373.12,1.08,2024-10-05,12:00:00,74.99
4.6,70.09,394.33,0.54,2024-10-05,12:04:00,75.21
29.95,66.8,240.78,0.54,2024-10-05,12:08:00,76.04
31.18,94.09,453.9,0.94,2024-10-05,12:12:00,71.25
32.43,72.66,49.45,0.21,2024-10-05,12:16:00,75.16
13.37,81.05,104.5,2.63,2024-10-05,12:20:00,76.42
0.76,81.35,393.32,0.28,2024-10-05,12:24:00,75.3
48.25,79.62,44.51,0.25,2024-10-05,12:28:00,74.88
12.54,92.01,634.25,1.04,2024-10-05,12:32:00,74.4
33.8,83.61,102.35,0.76,2024-10-05,12:36:00,77.53
35.33,74.13,485.22,0.85,2024-10-05,12:40:00,76.36
30.5,90.18,281.67,0.55,2024-10-05,12:44:00,74.97
15.65,66.34,287.85,0.22,2024-10-05,12:48:00,76.44
13.55,79.05,550.72,1.5,2024-10-05,12:52:00,77.24
29.88,93.27,359.61,1.01,2024-10-05,12:56:00,72.65
43.3,81.89,522.47,0.31,2024-10-05,13:00:00,76.38
47.34,88.59,363.74,0.94,2024-10-05,13:04:00,73.69
5.3,82.87,426.89,0.33,2024-10-05,13:08:00,77.95
7.74,89.38,547.71,0.37,2024-10-05,13:12:00,73.45
47.24,93.06,437.26,0.4,2024-10-05,13:16:00,75.3
36.83,69.55,443.24,0.29,2024-10-05,13:20:00,75.89
44.15,65.94,568.24,0.54,2024-10-05,13:24:00,71.62
10.13,76.94,683.34,1.01,2024-10-05,13:28:00,71.15
29.38,84.57,271.24,0.71,2024-10-05,13:32:00,74.48
35.06,67.95,415.52,0.84,2024-10-05,13:36:00,78.67
34.01,60.14,62.12,0.62,2024-10-05,13:40:00,74.93
20.41,72.0,258.34,0.07,2024-10-05,13:44:00,76.26
0.77,93.91,296.68,2.15,2024-10-05,13:48:00,69.05
29.15,84.32,601.37,1.14,2024-10-05,13:52:00,76.95
12.66,74.05,369.64,0.64,2024-10-05,13:56:00,76.26
22.51,66.74,526.37,0.2,2024-10-05,14:00:00,76.59
47.88,72.46,13.69,0.82,2024-10-05,14:04:00,75.35
